"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"POL","GDP","TOT","MLN_USD","A","2016",1059610.5098,
"POL","GDP","TOT","USD_CAP","A","1990",6188.104356,"E"
"POL","GDP","TOT","USD_CAP","A","1991",5933.325757,"E"
"POL","GDP","TOT","USD_CAP","A","1992",6210.77205,"E"
"POL","GDP","TOT","USD_CAP","A","1993",6587.960692,"E"
"POL","GDP","TOT","USD_CAP","A","1994",7078.528303,"E"
"POL","GDP","TOT","USD_CAP","A","1995",7723.972767,"E"
"POL","GDP","TOT","USD_CAP","A","1996",8327.30206,"E"
"POL","GDP","TOT","USD_CAP","A","1997",8999.291511,"E"
"POL","GDP","TOT","USD_CAP","A","1998",9555.597386,"E"
"POL","GDP","TOT","USD_CAP","A","1999",10124.603574,"E"
"POL","GDP","TOT","USD_CAP","A","2000",10645.448156,"E"
"POL","GDP","TOT","USD_CAP","A","2001",11126.609681,"E"
"POL","GDP","TOT","USD_CAP","A","2002",11780.552441,"E"
"POL","GDP","TOT","USD_CAP","A","2003",12259.488295,"E"
"POL","GDP","TOT","USD_CAP","A","2004",13351.304333,"E"
"POL","GDP","TOT","USD_CAP","A","2005",13897.543071,"E"
"POL","GDP","TOT","USD_CAP","A","2006",15154.578191,"E"
"POL","GDP","TOT","USD_CAP","A","2007",16783.384082,"E"
"POL","GDP","TOT","USD_CAP","A","2008",18315.13109,"E"
"POL","GDP","TOT","USD_CAP","A","2009",19265.423845,"E"
"POL","GDP","TOT","USD_CAP","A","2010",20829.381399,"E"
"POL","GDP","TOT","USD_CAP","A","2011",22576.179383,"E"
"POL","GDP","TOT","USD_CAP","A","2012",23542.002955,"E"
"POL","GDP","TOT","USD_CAP","A","2013",24422.763907,"E"
"POL","GDP","TOT","USD_CAP","A","2014",25392.96719,"E"
"POL","GDP","TOT","USD_CAP","A","2015",26529.567095,"E"
"POL","GDP","TOT","USD_CAP","A","2016",27574.635276,"E"
"PRT","GDP","TOT","MLN_USD","A","1970",18310.1174,"E"
"PRT","GDP","TOT","MLN_USD","A","1971",20515.7702,"E"
"PRT","GDP","TOT","MLN_USD","A","1972",23119.6183,"E"
"PRT","GDP","TOT","MLN_USD","A","1973",27108.2741,"E"
"PRT","GDP","TOT","MLN_USD","A","1974",29881.0676,"E"
"PRT","GDP","TOT","MLN_USD","A","1975",31229.0445,"E"
"PRT","GDP","TOT","MLN_USD","A","1976",35216.344,"E"
"PRT","GDP","TOT","MLN_USD","A","1977",39496.2189,"E"
"PRT","GDP","TOT","MLN_USD","A","1978",43459.6467,"E"
"PRT","GDP","TOT","MLN_USD","A","1979",49700.6173,"E"
"PRT","GDP","TOT","MLN_USD","A","1980",56669.5218,"E"
"PRT","GDP","TOT","MLN_USD","A","1981",62962.9084,"E"
"PRT","GDP","TOT","MLN_USD","A","1982",68296.8665,"E"
"PRT","GDP","TOT","MLN_USD","A","1983",70870.5785,"E"
"PRT","GDP","TOT","MLN_USD","A","1984",72005.6074,"E"
"PRT","GDP","TOT","MLN_USD","A","1985",76395.7025,"E"
"PRT","GDP","TOT","MLN_USD","A","1986",81164.4204,"E"
"PRT","GDP","TOT","MLN_USD","A","1987",88546.7282,"E"
"PRT","GDP","TOT","MLN_USD","A","1988",98510.1815,"E"
"PRT","GDP","TOT","MLN_USD","A","1989",108931.6444,"E"
"PRT","GDP","TOT","MLN_USD","A","1990",117423.7548,"E"
"PRT","GDP","TOT","MLN_USD","A","1991",126632.2618,"E"
"PRT","GDP","TOT","MLN_USD","A","1992",130929.9865,"E"
"PRT","GDP","TOT","MLN_USD","A","1993",131306.2393,"E"
"PRT","GDP","TOT","MLN_USD","A","1994",135394.4645,"E"
"PRT","GDP","TOT","MLN_USD","A","1995",144137.9437,
"PRT","GDP","TOT","MLN_USD","A","1996",149986.1871,
"PRT","GDP","TOT","MLN_USD","A","1997",159520.0821,
"PRT","GDP","TOT","MLN_USD","A","1998",169417.0391,
"PRT","GDP","TOT","MLN_USD","A","1999",181095.294,
"PRT","GDP","TOT","MLN_USD","A","2000",194194.8702,
"PRT","GDP","TOT","MLN_USD","A","2001",202958.8379,
"PRT","GDP","TOT","MLN_USD","A","2002",212223.6902,
"PRT","GDP","TOT","MLN_USD","A","2003",217958.1616,
"PRT","GDP","TOT","MLN_USD","A","2004",225306.5816,
"PRT","GDP","TOT","MLN_USD","A","2005",238841.511,
"PRT","GDP","TOT","MLN_USD","A","2006",259580.2011,
"PRT","GDP","TOT","MLN_USD","A","2007",270910.4342,
"PRT","GDP","TOT","MLN_USD","A","2008",281180.6857,
"PRT","GDP","TOT","MLN_USD","A","2009",280018.2197,
"PRT","GDP","TOT","MLN_USD","A","2010",289290.3938,
"PRT","GDP","TOT","MLN_USD","A","2011",282733.9076,
"PRT","GDP","TOT","MLN_USD","A","2012",278160.9044,
"PRT","GDP","TOT","MLN_USD","A","2013",291753.1919,
"PRT","GDP","TOT","MLN_USD","A","2014",299615.9878,
"PRT","GDP","TOT","MLN_USD","A","2015",308030.5509,
"PRT","GDP","TOT","MLN_USD","A","2016",316603.1145,"P"
"PRT","GDP","TOT","USD_CAP","A","1970",2079.61978,"E"
"PRT","GDP","TOT","USD_CAP","A","1971",2350.61966,"E"
"PRT","GDP","TOT","USD_CAP","A","1972",2652.948621,"E"
"PRT","GDP","TOT","USD_CAP","A","1973",3109.561276,"E"
"PRT","GDP","TOT","USD_CAP","A","1974",3380.253376,"E"
"PRT","GDP","TOT","USD_CAP","A","1975",3401.0502,"E"
"PRT","GDP","TOT","USD_CAP","A","1976",3727.892243,"E"
"PRT","GDP","TOT","USD_CAP","A","1977",4136.731692,"E"
"PRT","GDP","TOT","USD_CAP","A","1978",4502.803823,"E"
"PRT","GDP","TOT","USD_CAP","A","1979",5094.529077,"E"
"PRT","GDP","TOT","USD_CAP","A","1980",5746.423852,"E"
"PRT","GDP","TOT","USD_CAP","A","1981",6330.146447,"E"
"PRT","GDP","TOT","USD_CAP","A","1982",6824.153401,"E"
"PRT","GDP","TOT","USD_CAP","A","1983",7050.728784,"E"
"PRT","GDP","TOT","USD_CAP","A","1984",7139.266619,"E"
"PRT","GDP","TOT","USD_CAP","A","1985",7557.893423,"E"
"PRT","GDP","TOT","USD_CAP","A","1986",8029.66684,"E"
"PRT","GDP","TOT","USD_CAP","A","1987",8774.905929,"E"
"PRT","GDP","TOT","USD_CAP","A","1988",9787.739131,"E"
"PRT","GDP","TOT","USD_CAP","A","1989",10856.955695,"E"
"PRT","GDP","TOT","USD_CAP","A","1990",11748.270442,"E"
"PRT","GDP","TOT","USD_CAP","A","1991",12705.521866,"E"
"PRT","GDP","TOT","USD_CAP","A","1992",13142.018375,"E"
"PRT","GDP","TOT","USD_CAP","A","1993",13165.116538,"E"
"PRT","GDP","TOT","USD_CAP","A","1994",13542.425785,"E"
"PRT","GDP","TOT","USD_CAP","A","1995",14376.128917,
"PRT","GDP","TOT","USD_CAP","A","1996",14903.386072,
"PRT","GDP","TOT","USD_CAP","A","1997",15780.006138,
"PRT","GDP","TOT","USD_CAP","A","1998",16674.577183,
"PRT","GDP","TOT","USD_CAP","A","1999",17723.51132,
"PRT","GDP","TOT","USD_CAP","A","2000",18872.376821,
"PRT","GDP","TOT","USD_CAP","A","2001",19585.517087,
"PRT","GDP","TOT","USD_CAP","A","2002",20367.738703,
"PRT","GDP","TOT","USD_CAP","A","2003",20839.691133,
"PRT","GDP","TOT","USD_CAP","A","2004",21490.722113,
"PRT","GDP","TOT","USD_CAP","A","2005",22739.663819,
"PRT","GDP","TOT","USD_CAP","A","2006",24669.530527,
"PRT","GDP","TOT","USD_CAP","A","2007",25695.763461,
"PRT","GDP","TOT","USD_CAP","A","2008",26631.49833,
"PRT","GDP","TOT","USD_CAP","A","2009",26496.302089,
"PRT","GDP","TOT","USD_CAP","A","2010",27360.981528,
"PRT","GDP","TOT","USD_CAP","A","2011",26780.130678,
"PRT","GDP","TOT","USD_CAP","A","2012",26454.226847,
"PRT","GDP","TOT","USD_CAP","A","2013",27899.476143,
"PRT","GDP","TOT","USD_CAP","A","2014",28806.182786,
"PRT","GDP","TOT","USD_CAP","A","2015",29738.132559,
"PRT","GDP","TOT","USD_CAP","A","2016",30662.255052,"P"
"SVK","GDP","TOT","MLN_USD","A","1992",37900.7293,"E"
"SVK","GDP","TOT","MLN_USD","A","1993",39540.249,"E"
"SVK","GDP","TOT","MLN_USD","A","1994",42887.6177,"E"
"SVK","GDP","TOT","MLN_USD","A","1995",46340.5206,
"SVK","GDP","TOT","MLN_USD","A","1996",50301.2837,
"SVK","GDP","TOT","MLN_USD","A","1997",54163.2021,
"SVK","GDP","TOT","MLN_USD","A","1998",57152.4578,
"SVK","GDP","TOT","MLN_USD","A","1999",57741.1965,
"SVK","GDP","TOT","MLN_USD","A","2000",61150.7559,
"SVK","GDP","TOT","MLN_USD","A","2001",66696.6557,
"SVK","GDP","TOT","MLN_USD","A","2002",71483.3467,
"SVK","GDP","TOT","MLN_USD","A","2003",75973.583,
"SVK","GDP","TOT","MLN_USD","A","2004",81652.8446,
"SVK","GDP","TOT","MLN_USD","A","2005",89275.3479,
"SVK","GDP","TOT","MLN_USD","A","2006",101419.1588,
"SVK","GDP","TOT","MLN_USD","A","2007",113709.8934,
"SVK","GDP","TOT","MLN_USD","A","2008",127442.7829,
"SVK","GDP","TOT","MLN_USD","A","2009",124333.3395,
"SVK","GDP","TOT","MLN_USD","A","2010",134842.5689,
"SVK","GDP","TOT","MLN_USD","A","2011",139467.3482,
"SVK","GDP","TOT","MLN_USD","A","2012",144098.0751,
"SVK","GDP","TOT","MLN_USD","A","2013",151020.734,
"SVK","GDP","TOT","MLN_USD","A","2014",157542.5544,
"SVK","GDP","TOT","MLN_USD","A","2015",162644.6883,
"SVK","GDP","TOT","MLN_USD","A","2016",166694.3796,
"SVK","GDP","TOT","USD_CAP","A","1992",7141.648962,"E"
"SVK","GDP","TOT","USD_CAP","A","1993",7425.399216,"E"
"SVK","GDP","TOT","USD_CAP","A","1994",8021.025219,"E"
"SVK","GDP","TOT","USD_CAP","A","1995",8640.208102,
"SVK","GDP","TOT","USD_CAP","A","1996",9360.732907,
"SVK","GDP","TOT","USD_CAP","A","1997",10061.016781,
"SVK","GDP","TOT","USD_CAP","A","1998",10601.776161,
"SVK","GDP","TOT","USD_CAP","A","1999",10701.518064,
"SVK","GDP","TOT","USD_CAP","A","2000",11322.737899,
"SVK","GDP","TOT","USD_CAP","A","2001",12398.235627,
"SVK","GDP","TOT","USD_CAP","A","2002",13290.17514,
"SVK","GDP","TOT","USD_CAP","A","2003",14123.240053,
"SVK","GDP","TOT","USD_CAP","A","2004",15170.44269,
"SVK","GDP","TOT","USD_CAP","A","2005",16572.063714,
"SVK","GDP","TOT","USD_CAP","A","2006",18812.959341,
"SVK","GDP","TOT","USD_CAP","A","2007",21070.779311,
"SVK","GDP","TOT","USD_CAP","A","2008",23574.932189,
"SVK","GDP","TOT","USD_CAP","A","2009",22949.223553,
"SVK","GDP","TOT","USD_CAP","A","2010",24833.009097,
"SVK","GDP","TOT","USD_CAP","A","2011",25836.338992,
"SVK","GDP","TOT","USD_CAP","A","2012",26654.008792,
"SVK","GDP","TOT","USD_CAP","A","2013",27899.621343,
"SVK","GDP","TOT","USD_CAP","A","2014",29074.623277,
"SVK","GDP","TOT","USD_CAP","A","2015",29995.27848,
"SVK","GDP","TOT","USD_CAP","A","2016",30694.235988,
"ESP","GDP","TOT","MLN_USD","A","1970",94783.5787,"E"
"ESP","GDP","TOT","MLN_USD","A","1971",104227.1138,"E"
"ESP","GDP","TOT","MLN_USD","A","1972",117601.3144,"E"
"ESP","GDP","TOT","MLN_USD","A","1973",133659.0174,"E"
"ESP","GDP","TOT","MLN_USD","A","1974",153850.334,"E"
"ESP","GDP","TOT","MLN_USD","A","1975",169010.5048,"E"
"ESP","GDP","TOT","MLN_USD","A","1976",184177.6331,"E"
"ESP","GDP","TOT","MLN_USD","A","1977",201154.4242,"E"
"ESP","GDP","TOT","MLN_USD","A","1978",218427.5505,"E"
"ESP","GDP","TOT","MLN_USD","A","1979",236558.9469,"E"
"ESP","GDP","TOT","MLN_USD","A","1980",263589.2564,"E"
"ESP","GDP","TOT","MLN_USD","A","1981",287816.8173,"E"
"ESP","GDP","TOT","MLN_USD","A","1982",309482.3109,"E"
"ESP","GDP","TOT","MLN_USD","A","1983",327396.3027,"E"
"ESP","GDP","TOT","MLN_USD","A","1984",345063.4251,"E"
"ESP","GDP","TOT","MLN_USD","A","1985",364370.846,"E"
"ESP","GDP","TOT","MLN_USD","A","1986",383815.8077,"E"
"ESP","GDP","TOT","MLN_USD","A","1987",415442.0058,"E"
"ESP","GDP","TOT","MLN_USD","A","1988",451891.1229,"E"
"ESP","GDP","TOT","MLN_USD","A","1989",492121.75,"E"
"ESP","GDP","TOT","MLN_USD","A","1990",529623.5424,"E"
"ESP","GDP","TOT","MLN_USD","A","1991",561185.1739,"E"
"ESP","GDP","TOT","MLN_USD","A","1992",579311.1628,"E"
"ESP","GDP","TOT","MLN_USD","A","1993",586976.7693,"E"
"ESP","GDP","TOT","MLN_USD","A","1994",613754.918,"E"
"ESP","GDP","TOT","MLN_USD","A","1995",643833.1015,
"ESP","GDP","TOT","MLN_USD","A","1996",674815.3421,
"ESP","GDP","TOT","MLN_USD","A","1997",715279.8237,
"ESP","GDP","TOT","MLN_USD","A","1998",764646.8919,
"ESP","GDP","TOT","MLN_USD","A","1999",803987.8868,
"ESP","GDP","TOT","MLN_USD","A","2000",872912.4832,
"ESP","GDP","TOT","MLN_USD","A","2001",938063.5397,
"ESP","GDP","TOT","MLN_USD","A","2002",1009397.6942,
"ESP","GDP","TOT","MLN_USD","A","2003",1056990.4016,
"ESP","GDP","TOT","MLN_USD","A","2004",1124492.7324,
"ESP","GDP","TOT","MLN_USD","A","2005",1209299.2328,
"ESP","GDP","TOT","MLN_USD","A","2006",1368901.8276,
"ESP","GDP","TOT","MLN_USD","A","2007",1473681.2588,
"ESP","GDP","TOT","MLN_USD","A","2008",1537792.117,
"ESP","GDP","TOT","MLN_USD","A","2009",1503278.5406,
"ESP","GDP","TOT","MLN_USD","A","2010",1489753.6329,
"ESP","GDP","TOT","MLN_USD","A","2011",1498957.4062,
"ESP","GDP","TOT","MLN_USD","A","2012",1496188.3425,
"ESP","GDP","TOT","MLN_USD","A","2013",1519995.2952,
"ESP","GDP","TOT","MLN_USD","A","2014",1565660.1261,
"ESP","GDP","TOT","MLN_USD","A","2015",1618095.8418,"P"
"ESP","GDP","TOT","MLN_USD","A","2016",1693445.6628,"P"
"ESP","GDP","TOT","USD_CAP","A","1970",2763.023815,"E"
"ESP","GDP","TOT","USD_CAP","A","1971",3010.407318,"E"
"ESP","GDP","TOT","USD_CAP","A","1972",3366.370468,"E"
"ESP","GDP","TOT","USD_CAP","A","1973",3791.734245,"E"
"ESP","GDP","TOT","USD_CAP","A","1974",4322.687421,"E"
"ESP","GDP","TOT","USD_CAP","A","1975",4699.433733,"E"
"ESP","GDP","TOT","USD_CAP","A","1976",5061.027745,"E"
"ESP","GDP","TOT","USD_CAP","A","1977",5462.176918,"E"
"ESP","GDP","TOT","USD_CAP","A","1978",5864.931678,"E"
"ESP","GDP","TOT","USD_CAP","A","1979",6295.286221,"E"
"ESP","GDP","TOT","USD_CAP","A","1980",6939.437857,"E"
"ESP","GDP","TOT","USD_CAP","A","1981",7530.891896,"E"
"ESP","GDP","TOT","USD_CAP","A","1982",8054.458899,"E"
"ESP","GDP","TOT","USD_CAP","A","1983",8480.673661,"E"
"ESP","GDP","TOT","USD_CAP","A","1984",8901.885323,"E"
"ESP","GDP","TOT","USD_CAP","A","1985",9365.477195,"E"
"ESP","GDP","TOT","USD_CAP","A","1986",9835.322494,"E"
"ESP","GDP","TOT","USD_CAP","A","1987",10619.568344,"E"
"ESP","GDP","TOT","USD_CAP","A","1988",11525.924268,"E"
"ESP","GDP","TOT","USD_CAP","A","1989",12527.777712,"E"
"ESP","GDP","TOT","USD_CAP","A","1990",13461.973469,"E"
"ESP","GDP","TOT","USD_CAP","A","1991",14238.955189,"E"
"ESP","GDP","TOT","USD_CAP","A","1992",14664.578255,"E"
"ESP","GDP","TOT","USD_CAP","A","1993",14826.205523,"E"
"ESP","GDP","TOT","USD_CAP","A","1994",15474.837215,"E"
"ESP","GDP","TOT","USD_CAP","A","1995",16209.743536,
"ESP","GDP","TOT","USD_CAP","A","1996",16919.3456,
"ESP","GDP","TOT","USD_CAP","A","1997",17859.682598,
"ESP","GDP","TOT","USD_CAP","A","1998",19014.413811,
"ESP","GDP","TOT","USD_CAP","A","1999",19915.643269,
"ESP","GDP","TOT","USD_CAP","A","2000",21524.489648,
"ESP","GDP","TOT","USD_CAP","A","2001",23010.90154,
"ESP","GDP","TOT","USD_CAP","A","2002",24367.743114,
"ESP","GDP","TOT","USD_CAP","A","2003",25049.403147,
"ESP","GDP","TOT","USD_CAP","A","2004",26236.921526,
"ESP","GDP","TOT","USD_CAP","A","2005",27696.446679,
"ESP","GDP","TOT","USD_CAP","A","2006",30858.560647,
"ESP","GDP","TOT","USD_CAP","A","2007",32577.618013,
"ESP","GDP","TOT","USD_CAP","A","2008",33442.499732,
"ESP","GDP","TOT","USD_CAP","A","2009",32420.91809,
"ESP","GDP","TOT","USD_CAP","A","2010",31994.720576,
"ESP","GDP","TOT","USD_CAP","A","2011",32072.688367,
"ESP","GDP","TOT","USD_CAP","A","2012",31992.80352,
"ESP","GDP","TOT","USD_CAP","A","2013",32622.659976,
"ESP","GDP","TOT","USD_CAP","A","2014",33702.636545,"P"
"ESP","GDP","TOT","USD_CAP","A","2015",34867.370306,"P"
"ESP","GDP","TOT","USD_CAP","A","2016",36443.185539,"P"
"SWE","GDP","TOT","MLN_USD","A","1960",18191.234,"E"
"SWE","GDP","TOT","MLN_USD","A","1961",19411.2723,"E"
"SWE","GDP","TOT","MLN_USD","A","1962",20701.7552,"E"
"SWE","GDP","TOT","MLN_USD","A","1963",22123.8375,"E"
"SWE","GDP","TOT","MLN_USD","A","1964",24057.1561,"E"
"SWE","GDP","TOT","MLN_USD","A","1965",25673.9799,"E"
"SWE","GDP","TOT","MLN_USD","A","1966",27124.9609,"E"
"SWE","GDP","TOT","MLN_USD","A","1967",28843.4334,"E"
"SWE","GDP","TOT","MLN_USD","A","1968",31346.2688,"E"
"SWE","GDP","TOT","MLN_USD","A","1969",34619.2408,"E"
"SWE","GDP","TOT","MLN_USD","A","1970",38907.5487,"E"
"SWE","GDP","TOT","MLN_USD","A","1971",41269.3587,"E"
"SWE","GDP","TOT","MLN_USD","A","1972",44041.4396,"E"
"SWE","GDP","TOT","MLN_USD","A","1973",48280.851,"E"
"SWE","GDP","TOT","MLN_USD","A","1974",54300.7753,"E"
"SWE","GDP","TOT","MLN_USD","A","1975",60844.4087,"E"
"SWE","GDP","TOT","MLN_USD","A","1976",64863.257,"E"
"SWE","GDP","TOT","MLN_USD","A","1977",67787.0941,"E"
"SWE","GDP","TOT","MLN_USD","A","1978",73817.2999,"E"
"SWE","GDP","TOT","MLN_USD","A","1979",82980.1882,"E"
"SWE","GDP","TOT","MLN_USD","A","1980",92001.6443,"E"
"SWE","GDP","TOT","MLN_USD","A","1981",101048.6605,"E"
"SWE","GDP","TOT","MLN_USD","A","1982",108657.4916,"E"
"SWE","GDP","TOT","MLN_USD","A","1983",115094.4156,"E"
"SWE","GDP","TOT","MLN_USD","A","1984",124218.9242,"E"
"SWE","GDP","TOT","MLN_USD","A","1985",130962.9059,"E"
"SWE","GDP","TOT","MLN_USD","A","1986",137200.9938,"E"
"SWE","GDP","TOT","MLN_USD","A","1987",145420.3005,"E"
"SWE","GDP","TOT","MLN_USD","A","1988",154362.9681,"E"
"SWE","GDP","TOT","MLN_USD","A","1989",164622.0017,"E"
"SWE","GDP","TOT","MLN_USD","A","1990",171999.9451,"E"
"SWE","GDP","TOT","MLN_USD","A","1991",175688.3021,"E"
"SWE","GDP","TOT","MLN_USD","A","1992",177611.2934,"E"
"SWE","GDP","TOT","MLN_USD","A","1993",178081.0729,
"SWE","GDP","TOT","MLN_USD","A","1994",189305.0322,
"SWE","GDP","TOT","MLN_USD","A","1995",201030.4292,
"SWE","GDP","TOT","MLN_USD","A","1996",208704.9008,
"SWE","GDP","TOT","MLN_USD","A","1997",216258.3089,
"SWE","GDP","TOT","MLN_USD","A","1998",225507.7066,
"SWE","GDP","TOT","MLN_USD","A","1999",240476.8918,
"SWE","GDP","TOT","MLN_USD","A","2000",259580.0266,
"SWE","GDP","TOT","MLN_USD","A","2001",264227.7842,
"SWE","GDP","TOT","MLN_USD","A","2002",272994.5041,
"SWE","GDP","TOT","MLN_USD","A","2003",281923.4983,
"SWE","GDP","TOT","MLN_USD","A","2004",301748.2888,
"SWE","GDP","TOT","MLN_USD","A","2005",306709.1695,
"SWE","GDP","TOT","MLN_USD","A","2006",339972.6329,
"SWE","GDP","TOT","MLN_USD","A","2007",371081.7104,
"SWE","GDP","TOT","MLN_USD","A","2008",385875.8925,
"SWE","GDP","TOT","MLN_USD","A","2009",369088.9983,
"SWE","GDP","TOT","MLN_USD","A","2010",390766.1659,
"SWE","GDP","TOT","MLN_USD","A","2011",413450.9069,
"SWE","GDP","TOT","MLN_USD","A","2012",425753.749,
"SWE","GDP","TOT","MLN_USD","A","2013",438479.7729,
"SWE","GDP","TOT","MLN_USD","A","2014",449945.5083,
"SWE","GDP","TOT","MLN_USD","A","2015",470731.7112,
"SWE","GDP","TOT","MLN_USD","A","2016",490297.3862,
"SWE","GDP","TOT","USD_CAP","A","1970",4837.497137,"E"
"SWE","GDP","TOT","USD_CAP","A","1971",5096.298627,"E"
"SWE","GDP","TOT","USD_CAP","A","1972",5422.548452,"E"
"SWE","GDP","TOT","USD_CAP","A","1973",5933.562492,"E"
"SWE","GDP","TOT","USD_CAP","A","1974",6653.766754,"E"
"SWE","GDP","TOT","USD_CAP","A","1975",7427.380128,"E"
"SWE","GDP","TOT","USD_CAP","A","1976",7889.077089,"E"
"SWE","GDP","TOT","USD_CAP","A","1977",8215.71471,"E"
"SWE","GDP","TOT","USD_CAP","A","1978",8920.62068,"E"
"SWE","GDP","TOT","USD_CAP","A","1979",10004.958796,"E"
"SWE","GDP","TOT","USD_CAP","A","1980",11071.32209,"E"
"SWE","GDP","TOT","USD_CAP","A","1981",12145.409286,"E"
"SWE","GDP","TOT","USD_CAP","A","1982",13052.098805,"E"
"SWE","GDP","TOT","USD_CAP","A","1983",13818.672049,"E"
"SWE","GDP","TOT","USD_CAP","A","1984",14899.88383,"E"
"SWE","GDP","TOT","USD_CAP","A","1985",15684.358034,"E"
"SWE","GDP","TOT","USD_CAP","A","1986",16392.180186,"E"
"SWE","GDP","TOT","USD_CAP","A","1987",17316.259577,"E"
"SWE","GDP","TOT","USD_CAP","A","1988",18298.330589,"E"
"SWE","GDP","TOT","USD_CAP","A","1989",19383.476594,"E"
"SWE","GDP","TOT","USD_CAP","A","1990",20096.026833,"E"
"SWE","GDP","TOT","USD_CAP","A","1991",20388.800332,"E"
"SWE","GDP","TOT","USD_CAP","A","1992",20490.690532,"E"
"SWE","GDP","TOT","USD_CAP","A","1993",20425.420697,
"SWE","GDP","TOT","USD_CAP","A","1994",21559.218769,
"SWE","GDP","TOT","USD_CAP","A","1995",22774.74869,
"SWE","GDP","TOT","USD_CAP","A","1996",23606.481253,
"SWE","GDP","TOT","USD_CAP","A","1997",24446.740247,
"SWE","GDP","TOT","USD_CAP","A","1998",25478.2179,
"SWE","GDP","TOT","USD_CAP","A","1999",27148.296072,
"SWE","GDP","TOT","USD_CAP","A","2000",29258.014069,
"SWE","GDP","TOT","USD_CAP","A","2001",29701.86423,
"SWE","GDP","TOT","USD_CAP","A","2002",30587.619502,
"SWE","GDP","TOT","USD_CAP","A","2003",31470.99845,
"SWE","GDP","TOT","USD_CAP","A","2004",33551.819511,
"SWE","GDP","TOT","USD_CAP","A","2005",33967.082653,
"SWE","GDP","TOT","USD_CAP","A","2006",37439.858252,
"SWE","GDP","TOT","USD_CAP","A","2007",40563.801274,
"SWE","GDP","TOT","USD_CAP","A","2008",41853.864867,
"SWE","GDP","TOT","USD_CAP","A","2009",39693.391227,
"SWE","GDP","TOT","USD_CAP","A","2010",41667.946162,
"SWE","GDP","TOT","USD_CAP","A","2011",43755.122858,
"SWE","GDP","TOT","USD_CAP","A","2012",44724.851249,
"SWE","GDP","TOT","USD_CAP","A","2013",45673.073298,
"SWE","GDP","TOT","USD_CAP","A","2014",46404.792473,
"SWE","GDP","TOT","USD_CAP","A","2015",48037.769537,
"SWE","GDP","TOT","USD_CAP","A","2016",49409.773892,
"CHE","GDP","TOT","MLN_USD","A","1970",44842.9266,"E"
"CHE","GDP","TOT","MLN_USD","A","1971",49040.2612,"E"
"CHE","GDP","TOT","MLN_USD","A","1972",52800.8088,"E"
"CHE","GDP","TOT","MLN_USD","A","1973",57372.263,"E"
"CHE","GDP","TOT","MLN_USD","A","1974",63435.746,"E"
"CHE","GDP","TOT","MLN_USD","A","1975",64262.7729,"E"
"CHE","GDP","TOT","MLN_USD","A","1976",66838.5642,"E"
"CHE","GDP","TOT","MLN_USD","A","1977",72712.0557,"E"
"CHE","GDP","TOT","MLN_USD","A","1978",78135.7059,"E"
"CHE","GDP","TOT","MLN_USD","A","1979",86693.9931,"E"
"CHE","GDP","TOT","MLN_USD","A","1980",98861.9663,
"CHE","GDP","TOT","MLN_USD","A","1981",109822.875,
"CHE","GDP","TOT","MLN_USD","A","1982",115108.7483,
"CHE","GDP","TOT","MLN_USD","A","1983",120418.3461,
"CHE","GDP","TOT","MLN_USD","A","1984",128442.3514,
"CHE","GDP","TOT","MLN_USD","A","1985",137421.434,
"CHE","GDP","TOT","MLN_USD","A","1986",142799.775,
"CHE","GDP","TOT","MLN_USD","A","1987",148764.8413,
"CHE","GDP","TOT","MLN_USD","A","1988",159019.5668,
"CHE","GDP","TOT","MLN_USD","A","1989",172356.849,
"CHE","GDP","TOT","MLN_USD","A","1990",185300.3529,
"CHE","GDP","TOT","MLN_USD","A","1991",189714.6028,
"CHE","GDP","TOT","MLN_USD","A","1992",193954.384,
"CHE","GDP","TOT","MLN_USD","A","1993",198318.9016,
"CHE","GDP","TOT","MLN_USD","A","1994",205111.1508,
"CHE","GDP","TOT","MLN_USD","A","1995",210395.9881,
"CHE","GDP","TOT","MLN_USD","A","1996",216000.0243,
"CHE","GDP","TOT","MLN_USD","A","1997",225358.6774,
"CHE","GDP","TOT","MLN_USD","A","1998",233813.2717,
"CHE","GDP","TOT","MLN_USD","A","1999",241567.4416,
"CHE","GDP","TOT","MLN_USD","A","2000",256672.2322,
"CHE","GDP","TOT","MLN_USD","A","2001",266510.0419,
"CHE","GDP","TOT","MLN_USD","A","2002",274768.4784,
"CHE","GDP","TOT","MLN_USD","A","2003",276762.0875,
"CHE","GDP","TOT","MLN_USD","A","2004",289656.139,
"CHE","GDP","TOT","MLN_USD","A","2005",301740.6098,
"CHE","GDP","TOT","MLN_USD","A","2006",337767.6997,
"CHE","GDP","TOT","MLN_USD","A","2007",375493.0237,
"CHE","GDP","TOT","MLN_USD","A","2008",402150.9841,
"CHE","GDP","TOT","MLN_USD","A","2009",401300.6852,
"CHE","GDP","TOT","MLN_USD","A","2010",416052.4639,
"CHE","GDP","TOT","MLN_USD","A","2011",444548.7282,
"CHE","GDP","TOT","MLN_USD","A","2012",462615.2239,
"CHE","GDP","TOT","MLN_USD","A","2013",486238.7519,
"CHE","GDP","TOT","MLN_USD","A","2014",505995.5166,
"CHE","GDP","TOT","MLN_USD","A","2015",524205.6575,
"CHE","GDP","TOT","MLN_USD","A","2016",533649.5444,
